Country,Week,Alpha,Beta,Delta,Omicron,Other_variants,Total,Vaccinated,Fully_vaccinated,Boosted
EST,202228,0,0,0,96,0,96,863651.0,843045.0,488981.0
EST,202229,0,0,0,69,0,69,863950.0,843336.0,491347.0
EST,202230,0,0,0,64,0,64,864337.0,843699.0,494725.0
EST,202231,0,0,0,33,0,33,864748.0,844090.0,499368.0
EST,202232,0,0,0,113,0,113,865181.0,844517.0,505117.0
EST,202233,0,0,0,172,0,172,865550.0,844895.0,510549.0
EST,202234,0,0,0,160,0,160,865871.0,845222.0,515932.0
EST,202235,0,0,0,95,0,95,866172.0,845509.0,521524.0
EST,202236,0,0,0,143,0,143,866479.0,845818.0,526595.0
EST,202237,0,0,0,201,0,201,866728.0,846098.0,531479.0
EST,202238,0,0,0,106,0,106,866884.0,846271.0,537156.0
FRA,202002,0,0,0,0,3,3,,,
FRA,202004,0,0,0,0,5,5,,,
FRA,202005,0,0,0,0,8,8,,,
FRA,202006,0,0,0,0,6,6,,,
FRA,202007,0,0,0,0,2,2,,,
FRA,202008,0,0,0,0,5,5,,,
FRA,202009,0,0,0,0,36,36,,,
FRA,202010,0,0,0,0,142,142,,,
FRA,202011,0,0,0,0,258,258,,,
FRA,202012,0,0,0,0,504,504,,,
FRA,202013,0,0,0,0,790,790,,,
FRA,202014,0,0,0,0,860,860,,,
FRA,202015,1,0,0,0,672,673,,,
FRA,202016,0,0,0,0,333,333,,,
FRA,202017,0,0,0,0,158,158,,,
FRA,202018,0,0,0,0,101,101,,,
FRA,202019,0,0,0,0,103,103,,,
FRA,202020,0,0,0,0,38,38,,,
FRA,202021,0,0,0,0,29,29,,,
FRA,202022,1,0,0,0,35,36,,,
FRA,202023,0,0,0,0,11,11,,,
FRA,202024,0,0,0,0,27,27,,,
FRA,202025,0,0,0,0,17,17,,,
FRA,202026,0,0,0,0,11,11,,,
FRA,202027,0,0,0,0,15,15,,,
FRA,202028,0,0,0,0,33,33,,,
FRA,202029,0,0,0,0,36,36,,,
FRA,202030,0,0,0,0,50,50,,,
FRA,202031,0,0,0,0,90,90,,,
FRA,202032,0,0,0,0,93,93,,,
FRA,202033,0,0,0,0,151,151,,,
FRA,202034,0,0,0,0,134,134,,,
FRA,202035,0,0,0,0,114,114,,,
FRA,202036,2,0,0,0,399,401,,,
FRA,202037,0,0,0,0,412,412,,,
FRA,202038,0,0,0,0,355,355,,,
FRA,202039,0,0,0,0,152,152,,,
FRA,202040,0,0,0,0,202,202,,,
FRA,202041,0,0,0,0,225,225,,,
FRA,202042,0,0,0,0,268,268,,,
FRA,202043,1,0,0,0,590,591,,,
FRA,202044,2,0,0,0,615,617,,,
FRA,202045,0,0,0,0,427,427,,,
FRA,202046,0,0,0,0,326,326,,,
FRA,202047,4,0,0,0,298,302,,,
FRA,202048,0,0,0,0,173,173,,,
FRA,202049,1,0,0,0,184,185,,,
FRA,202050,0,0,0,0,149,149,,,
FRA,202051,1,0,0,0,240,241,,,
FRA,202052,29,3,0,0,216,248,,,
FRA,202053,46,3,0,0,222,271,4098.0,7.0,
FRA,202101,206,7,0,0,432,645,104668.0,83.0,
FRA,202102,245,16,1,0,509,771,450240.0,502.0,
FRA,202103,312,39,2,0,593,946,1133264.0,1601.0,
FRA,202104,966,67,2,0,937,1972,1674565.0,51524.0,1.0
FRA,202105,1036,65,1,0,508,1610,2050901.0,264282.0,1.0
FRA,202106,541,49,1,0,410,1001,2428991.0,675716.0,1.0
FRA,202107,791,74,0,0,772,1637,2726585.0,1209268.0,22.0
FRA,202108,806,66,1,0,467,1340,3147397.0,1640839.0,29.0
FRA,202109,1936,152,0,0,1465,3553,4009973.0,1983871.0,44.0
FRA,202110,1346,110,0,0,867,2323,5359056.0,2284182.0,58.0
FRA,202111,3556,272,1,0,963,4792,6437736.0,2488761.0,80.0
FRA,202112,2012,161,0,0,409,2582,8060973.0,2714612.0,96.0
FRA,202113,2840,278,1,0,470,3589,9609805.0,3164579.0,136.0
FRA,202114,1240,138,1,0,267,1646,11157855.0,3743243.0,261.0
FRA,202115,2572,274,3,0,418,3267,12920248.0,4563362.0,1430.0
FRA,202116,1319,149,16,0,260,1744,14461135.0,5569258.0,5156.0
FRA,202117,2190,241,32,0,253,2716,16232846.0,6632750.0,10753.0
FRA,202118,800,130,34,0,138,1102,18230918.0,7909810.0,17431.0
FRA,202119,1748,199,20,0,131,2098,20679811.0,9039784.0,24074.0
FRA,202120,722,102,49,0,142,1015,23530711.0,9968353.0,35332.0
FRA,202121,1641,104,44,0,158,1947,25947711.0,11095068.0,45580.0
FRA,202122,393,54,82,0,123,652,28490753.0,12666757.0,55586.0
FRA,202123,997,93,187,0,128,1405,30816971.0,14475550.0,64756.0
FRA,202124,162,29,162,0,79,432,32648654.0,16791814.0,72786.0
FRA,202125,414,90,603,0,170,1277,33998895.0,19551089.0,79978.0
FRA,202126,301,62,960,0,107,1430,35198399.0,22541135.0,90947.0
FRA,202127,372,72,2160,0,131,2735,36442549.0,25334267.0,102124.0
FRA,202128,396,59,9639,0,240,10334,38127492.0,27997475.0,111873.0
FRA,202129,307,26,15357,0,150,15840,40462070.0,30569795.0,121728.0
FRA,202130,115,9,8703,0,108,8935,43091181.0,32421663.0,131787.0
FRA,202131,85,4,6501,0,84,6674,45267329.0,33892698.0,141476.0
FRA,202132,36,7,6695,0,82,6820,46855943.0,35549438.0,150590.0
FRA,202133,16,1,6049,0,59,6125,47979558.0,37536209.0,159924.0
FRA,202134,16,0,4696,0,52,4764,48848113.0,39708319.0,172542.0
FRA,202135,10,0,3862,0,57,3929,49580669.0,41507073.0,279732.0
FRA,202136,2,0,2761,0,36,2799,50089156.0,42666881.0,460271.0
FRA,202137,3,1,2193,0,24,2221,50503874.0,43539523.0,746336.0
FRA,202138,4,0,1956,0,46,2006,50781700.0,44241401.0,1050775.0
FRA,202139,1,0,1745,0,18,1764,51039673.0,44768304.0,1345093.0
FRA,202140,0,0,1786,0,21,1807,51270502.0,45197806.0,1702430.0
FRA,202141,0,2,2069,0,26,2097,51484355.0,45546246.0,2111273.0
FRA,202142,1,0,4341,0,19,4361,51671550.0,45842051.0,2590997.0
FRA,202143,0,0,8927,0,36,8963,51830105.0,46085253.0,3130767.0
FRA,202144,1,0,7612,1,50,7664,51975257.0,46307719.0,3665242.0
FRA,202145,0,0,6744,2,39,6785,52106411.0,46544613.0,4425390.0
FRA,202146,3,0,9015,86,69,9173,52265934.0,46825718.0,5533330.0
FRA,202147,2,0,7615,19,187,7823,52431294.0,47136826.0,7031971.0
FRA,202148,0,0,9794,175,295,10264,52572356.0,47574995.0,9823355.0
FRA,202149,2,0,8417,973,313,9705,52726337.0,48129623.0,13494340.0
FRA,202150,2,1,6933,3613,277,10826,52894373.0,48803108.0,17739970.0
FRA,202151,1,0,4460,5479,100,10040,53059141.0,49250162.0,20327794.0
FRA,202152,0,1,4442,10590,98,15131,53222124.0,49637216.0,22452355.0
FRA,202201,1,0,1475,8428,113,10017,53508675.0,50269666.0,26002874.0
FRA,202202,1,0,649,8639,84,9373,53782239.0,50848176.0,29009681.0
FRA,202203,0,0,322,8459,69,8850,53969402.0,51240129.0,30953596.0
FRA,202204,0,0,142,8803,65,9010,54095912.0,51593557.0,32361564.0
FRA,202205,0,0,72,9684,55,9811,54184822.0,51929557.0,33450833.0
FRA,202206,1,0,45,8069,33,8148,54249247.0,52225522.0,34483980.0
FRA,202207,0,0,27,6899,26,6952,54292546.0,52431041.0,35219259.0
FRA,202208,0,0,29,9964,45,10038,54321939.0,52556934.0,35598171.0
FRA,202209,1,0,17,8802,49,8869,54344330.0,52633957.0,35835810.0
FRA,202210,0,0,19,10419,66,10504,54359768.0,52677708.0,35960043.0
FRA,202211,0,0,10,9603,89,9702,54372483.0,52710990.0,36123205.0
FRA,202212,0,0,6,12378,101,12485,54384072.0,52737670.0,36329351.0
FRA,202213,0,0,3,11055,157,11215,54395996.0,52761000.0,36552926.0
FRA,202214,0,0,1,8481,89,8571,54407842.0,52781456.0,36809017.0
FRA,202215,0,0,2,10012,82,10096,54417451.0,52799604.0,37065662.0
FRA,202216,0,0,3,8414,124,8541,54425861.0,52815444.0,37276302.0
FRA,202217,0,0,3,7268,90,7361,54435765.0,52833625.0,37523909.0
FRA,202218,0,0,0,6854,91,6945,54446783.0,52851709.0,37756012.0
FRA,202219,1,0,2,7112,75,7190,54456831.0,52868115.0,37995389.0
FRA,202220,0,0,2,5096,32,5130,54466157.0,52883293.0,38228972.0
FRA,202221,0,0,3,5162,27,5192,54473160.0,52895438.0,38389075.0
FRA,202222,0,0,1,5939,35,5975,54481699.0,52910444.0,38611126.0
FRA,202223,0,0,0,5754,58,5812,54489041.0,52924308.0,38824752.0
FRA,202224,0,0,1,4111,47,4159,54496620.0,52938078.0,39078275.0
FRA,202225,0,0,1,6224,103,6328,54504154.0,52952336.0,39398703.0
FRA,202226,0,0,0,8464,113,8577,54513251.0,52968750.0,39944591.0
FRA,202227,0,0,2,6542,73,6617,54523054.0,52985735.0,40661774.0
FRA,202228,0,0,1,6344,54,6399,54530492.0,52998567.0,41186881.0
FRA,202229,0,0,1,5486,41,5528,54537940.0,53011711.0,41709981.0
FRA,202230,0,0,1,3891,29,3921,54544539.0,53022784.0,42113109.0
FRA,202231,0,0,0,3218,29,3247,54549259.0,53030462.0,42377050.0
FRA,202232,0,0,0,2039,14,2053,54552733.0,53036301.0,42556964.0
FRA,202233,0,0,0,2221,25,2246,54555610.0,53041227.0,42681080.0
FRA,202234,0,0,0,1803,43,1846,54559353.0,53047147.0,42821741.0
FRA,202235,0,0,0,1965,36,2001,54563584.0,53053019.0,42963189.0
FRA,202236,0,0,0,1861,12,1873,54567535.0,53057943.0,43107738.0
FRA,202237,0,0,0,1694,18,1712,54571091.0,53062511.0,43238370.0
FRA,202238,0,0,0,1227,9,1236,54574651.0,53067319.0,43372641.0
FRA,202239,0,0,0,225,0,225,54578067.0,53072240.0,43497286.0
FRA,202240,0,0,0,3,0,3,54580985.0,53076243.0,43588536.0
GBR,202005,0,0,0,0,4,4,,,
GBR,202006,0,0,0,0,9,9,,,
GBR,202007,0,0,0,0,19,19,,,
GBR,202008,0,0,0,0,12,12,,,
GBR,202009,0,0,0,0,134,134,,,
GBR,202010,0,0,0,0,661,661,,,
GBR,202011,0,0,0,0,1251,1251,,,
GBR,202012,1,0,0,0,2189,2190,,,
GBR,202013,0,0,0,0,4908,4908,,,
GBR,202014,0,0,0,0,6061,6061,,,
GBR,202015,0,0,0,0,5247,5247,,,
GBR,202016,0,0,0,0,4460,4460,,,
GBR,202017,0,0,0,0,3503,3503,,,
GBR,202018,0,0,0,0,2729,2729,,,
GBR,202019,0,0,0,0,2100,2100,,,
GBR,202020,0,0,0,0,1624,1624,,,
GBR,202021,0,0,0,0,1255,1255,,,
GBR,202022,0,0,0,0,746,746,,,
GBR,202023,0,0,0,0,859,859,,,
GBR,202024,0,0,0,0,2504,2504,,,
GBR,202025,0,0,0,0,2252,2252,,,
GBR,202026,0,0,0,0,1210,1210,,,
GBR,202027,0,0,0,0,1224,1224,,,
GBR,202028,0,0,0,0,219,219,,,
GBR,202029,0,0,0,0,862,862,,,
GBR,202030,0,0,0,0,644,644,,,
GBR,202031,0,0,0,0,513,513,,,
GBR,202032,0,0,1,0,879,880,,,
GBR,202033,0,0,0,0,1478,1478,,,
GBR,202034,0,0,0,0,1784,1784,,,
GBR,202035,0,0,0,0,2004,2004,,,
GBR,202036,0,0,0,0,2594,2594,,,
GBR,202037,0,0,0,0,3394,3394,,,
GBR,202038,0,0,0,0,3416,3416,,,
GBR,202039,3,0,0,0,5614,5617,,,
GBR,202040,3,0,0,0,5139,5142,,,
GBR,202041,1,0,0,0,6587,6588,,,
GBR,202042,6,0,0,0,7172,7178,,,
GBR,202043,33,0,0,0,9289,9322,,,
GBR,202044,33,0,1,0,5894,5928,,,
GBR,202045,215,0,1,0,10080,10296,,,
GBR,202046,686,0,1,0,11051,11738,,,
GBR,202047,559,0,1,0,6303,6863,,,
GBR,202048,683,0,0,0,4723,5406,,,
GBR,202049,592,0,0,0,3101,3693,,,
GBR,202050,2654,4,0,0,6213,8871,,,
GBR,202051,5648,13,0,0,6533,12194,,,
GBR,202052,3981,15,2,0,3834,7832,,,
GBR,202053,7155,29,4,0,3127,10315,,,
GBR,202101,9652,27,2,0,3141,12822,,,
GBR,202102,12568,40,2,0,3051,15661,3872394.0,450062.0,
GBR,202103,13258,33,4,0,2170,15465,6353321.0,469660.0,
GBR,202104,19182,23,6,0,1716,20927,8977329.0,491053.0,
GBR,202105,11448,19,3,0,870,12340,12015018.0,511719.0,
GBR,202106,14406,29,1,0,708,15144,15062189.0,537715.0,
GBR,202107,16272,18,4,0,600,16894,17582121.0,615148.0,
GBR,202108,16558,29,2,0,443,17032,20089551.0,796132.0,
GBR,202109,14353,37,0,0,362,14752,22213112.0,1122402.0,
GBR,202110,16990,38,5,0,347,17380,24196211.0,1584909.0,
GBR,202111,16427,69,3,0,244,16743,27630970.0,2228772.0,
GBR,202112,17483,66,4,0,215,17768,30151736.0,3532378.0,
GBR,202113,13004,65,22,0,174,13265,31533568.0,5384418.0,
GBR,202114,8382,70,73,0,166,8691,32121353.0,7466540.0,
GBR,202115,7567,57,172,0,221,8017,32849223.0,9930846.0,
GBR,202116,7002,53,417,0,201,7673,33673190.0,12636322.0,
GBR,202117,6334,59,780,0,191,7364,34505380.0,15329617.0,
GBR,202118,5440,42,1627,0,163,7272,35371669.0,17669379.0,
GBR,202119,4409,23,2948,0,130,7510,36573354.0,20103658.0,
GBR,202120,3524,12,5615,0,99,9250,37943681.0,22643417.0,
GBR,202121,3262,15,10458,0,80,13815,39259168.0,25332851.0,
GBR,202122,2757,13,18628,0,61,21459,40333231.0,27661353.0,
GBR,202123,1512,14,16163,0,57,17746,41551201.0,29792658.0,
GBR,202124,733,1,16623,0,78,17435,42964013.0,31340507.0,
GBR,202125,610,5,24569,0,30,25214,44314799.0,32460191.0,
GBR,202126,476,0,30824,0,55,31355,45274497.0,33614952.0,
GBR,202127,251,0,29064,0,32,29347,45881721.0,34764511.0,
GBR,202128,93,2,24485,0,35,24615,46295853.0,35970849.0,
GBR,202129,70,4,32240,0,28,32342,46564660.0,37169428.0,
GBR,202130,149,2,34793,0,22,34966,46816382.0,38322171.0,
GBR,202131,18,2,32168,0,16,32204,47036796.0,39429468.0,
GBR,202132,11,1,29015,0,11,29038,47302445.0,40577198.0,
GBR,202133,9,0,36705,0,8,36722,47650396.0,41694401.0,
GBR,202134,16,0,40424,0,14,40454,48003976.0,42644497.0,
GBR,202135,9,0,41253,0,12,41274,48248318.0,43381890.0,
GBR,202136,8,1,39219,0,0,39228,48424317.0,43995478.0,
GBR,202137,9,0,39964,0,3,39976,48570774.0,44435615.0,
GBR,202138,9,0,39081,0,26,39116,48724823.0,44741032.0,
GBR,202139,1,1,38388,0,31,38421,48932736.0,44970512.0,1216575.0
GBR,202140,6,1,40769,0,7,40783,49164814.0,45169730.0,2350533.0
GBR,202141,3,1,38823,0,18,38845,49404916.0,45360146.0,3959791.0
GBR,202142,2,0,42076,0,7,42085,49689481.0,45543363.0,6026503.0
GBR,202143,6,0,43087,0,6,43099,49959923.0,45698902.0,7951280.0
GBR,202144,0,0,47066,2,2,47070,50236895.0,45838067.0,10092659.0
GBR,202145,1,1,53996,1,8,54007,50559566.0,46010861.0,12643402.0
GBR,202146,1,0,53267,5,4,53277,50761050.0,46154408.0,15093316.0
GBR,202147,5,1,58949,157,12,59124,50919834.0,46311612.0,17611529.0
GBR,202148,0,0,64320,984,8,65312,51096311.0,46530247.0,20290479.0
GBR,202149,1,0,58129,8272,31,66433,51255850.0,46745007.0,23164197.0
GBR,202150,0,0,31100,39902,67,71069,51464883.0,47011972.0,28131778.0
GBR,202151,0,0,9492,43575,39,53106,51661421.0,47268984.0,32470336.0
GBR,202152,0,0,3646,66505,39,70190,51789045.0,47437009.0,34110670.0
GBR,202201,1,0,1782,77415,27,79225,51952400.0,47687370.0,35522669.0
GBR,202202,1,0,639,64316,8,64964,52100163.0,47926017.0,36412220.0
GBR,202203,0,0,281,71070,2,71353,52224308.0,48164435.0,36898335.0
GBR,202204,1,0,145,63146,1,63293,52333474.0,48388897.0,37269322.0
GBR,202205,2,0,56,74734,1,74793,52428976.0,48577889.0,37533611.0
GBR,202206,3,0,28,74575,0,74606,52506600.0,48745284.0,37767235.0
GBR,202207,0,0,23,73698,0,73721,52568119.0,48875329.0,38004199.0
GBR,202208,0,0,14,62542,2,62558,52623819.0,48989616.0,38196201.0
GBR,202209,1,0,3,57444,0,57448,52668909.0,49096936.0,38362750.0
GBR,202210,0,0,9,73643,1,73653,52704574.0,49198721.0,38501365.0
GBR,202211,0,0,6,79098,3,79107,52740240.0,49303269.0,38637338.0
GBR,202212,0,0,2,68115,0,68117,52775615.0,49385014.0,38754002.0
GBR,202213,0,0,1,35262,0,35263,52819360.0,49469208.0,38857493.0
GBR,202214,0,0,1,19468,0,19469,52910458.0,49547812.0,38963993.0
GBR,202215,0,0,0,20961,2,20963,53031035.0,49623057.0,39066082.0
GBR,202216,0,0,0,18658,1,18659,53136420.0,49689203.0,39162996.0
GBR,202217,0,0,0,13747,0,13747,53230188.0,49756334.0,39293425.0
GBR,202218,0,0,1,7169,0,7170,53306798.0,49813561.0,39406244.0
GBR,202219,0,0,0,5875,0,5875,53372858.0,49872067.0,39527593.0
GBR,202220,0,0,0,4339,0,4339,53430128.0,49920896.0,39635971.0
GBR,202221,0,0,0,3506,0,3506,53466470.0,49981337.0,39717748.0
GBR,202222,0,0,0,3965,0,3965,53502797.0,50022326.0,39777744.0
GBR,202223,0,0,1,7065,0,7066,53534960.0,50064052.0,39844694.0
GBR,202224,0,0,1,8683,0,8684,53563682.0,50104669.0,39902770.0
GBR,202225,0,0,0,12127,1,12128,53595992.0,50152182.0,39959878.0
GBR,202226,0,0,1,14606,0,14607,53625770.0,50217145.0,40018536.0
GBR,202227,0,0,0,13720,1,13721,53652981.0,50297363.0,40074149.0
GBR,202228,0,0,2,10842,0,10844,53676598.0,50374082.0,40126319.0
GBR,202229,0,0,0,9606,0,9606,53697199.0,50445247.0,40169728.0
GBR,202230,0,0,0,7978,0,7978,53721640.0,50519176.0,40216465.0
GBR,202231,0,0,0,6207,0,6207,53740635.0,50576269.0,40253883.0
GBR,202232,0,0,1,4961,0,4962,53756272.0,50622612.0,40286328.0
GBR,202233,0,0,1,3872,0,3873,53776910.0,50667539.0,40319134.0
GBR,202234,0,0,0,3013,0,3013,53793461.0,50710899.0,40349488.0
GBR,202235,0,0,0,3051,0,3051,53806055.0,50742774.0,40372516.0
GBR,202236,0,0,0,2775,0,2775,53812756.0,50760564.0,
GBR,202237,0,0,0,2915,0,2915,53813491.0,50762968.0,
GBR,202238,0,0,0,2835,0,2835,,,
GBR,202239,0,0,0,1266,0,1266,,,
GBR,202240,0,0,0,1,0,1,,,
GHA,202013,0,0,0,0,17,17,,,
GHA,202014,0,0,0,0,9,9,,,
GHA,202017,0,0,0,0,1,1,,,
GHA,202019,0,0,0,0,1,1,,,
GHA,202021,0,0,0,0,10,10,,,
GHA,202022,0,0,0,0,16,16,,,
GHA,202024,0,0,0,0,2,2,,,
GHA,202025,0,0,0,0,3,3,,,
GHA,202026,0,0,0,0,4,4,,,
GHA,202027,0,0,0,0,1,1,,,
GHA,202028,0,0,0,0,6,6,,,
GHA,202029,0,0,0,0,9,9,,,
GHA,202030,0,0,0,0,33,33,,,
GHA,202031,0,0,0,0,13,13,,,
GHA,202032,0,0,0,0,4,4,,,
GHA,202033,0,0,0,0,1,1,,,
GHA,202034,0,0,0,0,11,11,,,
GHA,202035,0,0,0,0,12,12,,,
GHA,202036,0,0,0,0,19,19,,,
GHA,202037,0,0,0,0,1,1,,,
GHA,202039,0,0,0,0,1,1,,,
GHA,202040,0,0,0,0,2,2,,,
GHA,202042,0,0,0,0,2,2,,,
GHA,202044,0,0,0,0,14,14,,,
GHA,202045,0,0,0,0,6,6,,,
GHA,202046,0,0,0,0,8,8,,,
GHA,202047,1,0,0,0,8,9,,,
GHA,202048,0,0,0,0,19,19,,,
GHA,202049,1,0,0,0,17,18,,,
GHA,202050,2,0,0,0,16,18,,,
GHA,202051,2,0,0,0,8,10,,,
GHA,202052,1,0,0,0,6,7,,,
GHA,202053,6,0,0,0,9,15,,,
GHA,202101,55,3,0,0,53,111,,,
GHA,202102,58,4,0,0,30,92,,,
GHA,202103,14,0,0,0,4,18,,,
GHA,202104,13,0,0,0,65,78,,,
GHA,202105,38,0,0,0,40,78,,,
GHA,202106,48,1,0,0,41,90,,,
GHA,202107,29,1,0,0,76,106,,,
GHA,202108,22,0,0,0,12,34,,,
GHA,202109,37,1,0,0,22,60,,,
GHA,202110,19,0,0,0,29,48,,,
GHA,202111,17,0,0,0,30,47,,,
GHA,202112,9,3,1,0,9,22,,,
GHA,202113,12,0,0,0,18,30,,,
GHA,202114,23,3,0,0,21,47,,,
GHA,202115,19,3,0,0,36,58,,,
GHA,202116,35,3,5,0,24,67,,,
GHA,202117,3,1,1,0,28,33,,,
GHA,202118,3,1,0,0,26,30,,,
GHA,202119,5,0,2,0,36,43,,,
GHA,202120,1,0,3,0,43,47,,,
GHA,202121,1,0,6,0,36,43,,,
GHA,202122,0,2,3,0,45,50,,,
GHA,202123,0,0,4,0,12,16,,,
GHA,202124,2,0,44,0,13,59,,,
GHA,202125,0,0,37,0,9,46,,,
GHA,202126,0,0,41,0,15,56,,,
GHA,202127,0,0,113,0,17,130,,,
GHA,202128,0,0,96,0,5,101,,,
GHA,202129,0,0,109,0,5,114,,,
GHA,202130,0,0,47,0,6,53,,,
GHA,202131,0,0,59,0,8,67,,,
GHA,202132,0,0,89,0,5,94,,,
GHA,202133,0,0,42,0,2,44,,,
GHA,202134,0,0,23,0,0,23,,,
GHA,202135,0,0,4,0,0,4,,,
GHA,202136,0,0,71,0,1,72,,,
GHA,202137,0,0,89,0,0,89,,,
GHA,202138,0,0,72,0,4,76,,,
GHA,202139,0,0,22,0,4,26,,,
GHA,202140,0,0,44,0,3,47,,,
GHA,202141,0,0,36,0,10,46,,,
GHA,202142,0,0,29,0,5,34,,,
GHA,202143,0,0,27,0,4,31,,,
GHA,202144,0,0,19,1,3,23,,,
GHA,202145,0,0,9,3,1,13,,,
GHA,202146,0,0,10,2,1,13,,,
GHA,202147,0,0,11,57,6,74,,,
GHA,202148,0,0,28,31,2,61,,,
GHA,202149,0,0,6,87,1,94,,,
GHA,202150,0,0,7,252,6,265,,,
GHA,202151,0,0,0,145,0,145,,,
GHA,202152,0,0,1,101,0,102,,,
GHA,202201,0,0,0,123,1,124,,,
GHA,202202,0,0,0,22,2,24,,,
GHA,202203,0,0,0,5,1,6,,,
GHA,202204,0,0,0,3,0,3,,,
GHA,202205,0,0,0,20,0,20,,,
GHA,202206,0,0,0,5,0,5,,,
GHA,202207,0,0,0,3,0,3,,,
GHA,202208,0,0,1,3,2,6,,,
GHA,202209,0,0,0,0,2,2,,,
GHA,202210,0,0,0,2,1,3,,,
GHA,202212,0,0,0,1,0,1,,,
GHA,202213,0,0,0,1,0,1,,,
GHA,202214,0,0,0,1,0,1,,,
GHA,202218,0,0,0,1,0,1,,,
GHA,202220,0,0,0,11,0,11,,,
GHA,202221,0,0,0,51,0,51,,,
GHA,202222,0,0,0,127,1,128,,,
GHA,202223,0,0,0,101,1,102,,,
GHA,202224,0,0,0,49,3,52,,,
GHA,202225,0,0,2,49,3,54,,,
GHA,202226,0,0,0,56,2,58,,,
GHA,202227,0,0,0,10,2,12,,,
GHA,202228,0,0,0,1,0,1,,,
GRC,202009,0,0,0,0,1,1,,,
GRC,202010,0,0,0,0,4,4,,,
GRC,202011,0,0,0,0,51,51,,,
GRC,202012,0,0,0,0,26,26,,,
GRC,202013,0,0,0,0,18,18,,,
GRC,202014,0,0,0,0,16,16,,,
GRC,202015,0,0,0,0,3,3,,,
GRC,202016,0,0,0,0,4,4,,,
GRC,202017,0,0,0,0,11,11,,,
GRC,202018,0,0,0,0,2,2,,,
GRC,202019,0,0,0,0,5,5,,,
GRC,202020,0,0,0,0,9,9,,,
GRC,202030,0,0,0,0,1,1,,,
GRC,202031,0,0,0,0,1,1,,,
GRC,202032,0,0,0,0,8,8,,,
GRC,202033,0,0,0,0,7,7,,,
GRC,202035,0,0,0,0,2,2,,,
GRC,202036,0,0,0,0,12,12,,,
GRC,202037,0,0,0,0,11,11,,,
GRC,202038,0,0,0,0,24,24,,,
GRC,202039,0,0,0,0,13,13,,,
GRC,202040,0,0,0,0,16,16,,,
GRC,202041,0,0,0,0,27,27,,,
GRC,202042,0,0,0,0,13,13,,,
GRC,202043,0,0,0,0,14,14,,,
GRC,202044,0,0,0,0,108,108,,,
GRC,202045,0,0,0,0,59,59,,,
GRC,202046,0,0,0,0,169,169,,,
GRC,202047,0,0,0,0,17,17,,,
GRC,202048,0,0,0,0,40,40,,,
GRC,202049,1,0,0,0,22,23,,,
GRC,202050,2,0,0,0,125,127,,,
GRC,202051,5,0,0,0,139,144,,,
GRC,202052,5,0,0,0,93,98,,,
GRC,202053,10,0,1,0,92,103,3149.0,,
GRC,202101,9,0,0,0,51,60,40427.0,,
GRC,202102,6,2,0,0,5,13,80389.0,2.0,
GRC,202103,37,1,0,0,85,123,156966.0,3135.0,
GRC,202104,27,0,0,0,28,55,232399.0,38888.0,
GRC,202105,34,6,0,0,23,63,318097.0,79760.0,
GRC,202106,22,4,0,0,32,58,371462.0,154907.0,
GRC,202107,36,1,0,0,41,78,465842.0,227594.0,
GRC,202108,324,2,0,0,78,404,572174.0,313647.0,
GRC,202109,629,1,0,0,50,680,725388.0,366360.0,
GRC,202110,566,2,0,0,25,593,877402.0,406067.0,
GRC,202111,435,1,0,0,33,469,977045.0,459441.0,
GRC,202112,153,0,1,0,26,180,1055744.0,548488.0,
GRC,202113,151,6,0,0,18,175,1171420.0,658934.0,
GRC,202114,335,5,0,0,51,391,1435503.0,733840.0,
GRC,202115,192,0,0,0,23,215,1721650.0,770197.0,
GRC,202116,530,2,1,0,126,659,2004512.0,817103.0,
GRC,202117,475,3,7,0,119,604,2170847.0,944481.0,
GRC,202118,533,2,1,0,72,608,2450303.0,1216683.0,
GRC,202119,499,3,0,0,155,657,2772414.0,1568229.0,
GRC,202120,217,2,0,0,114,333,3200861.0,1791271.0,
GRC,202121,208,0,0,0,40,248,3589514.0,2010989.0,
GRC,202122,11,0,0,0,69,80,3904249.0,2305626.0,
GRC,202123,37,2,1,0,58,98,4187201.0,2743851.0,
GRC,202124,40,0,6,0,42,88,4468526.0,3171374.0,
GRC,202125,2,0,0,0,2,4,4714281.0,3534001.0,
GRC,202126,3,2,8,0,5,18,4970687.0,3917016.0,
GRC,202127,107,5,49,0,2,163,5244136.0,4255688.0,
GRC,202128,2,4,104,0,7,117,5430103.0,4586714.0,
GRC,202129,8,0,348,0,4,360,5598628.0,4881022.0,
GRC,202130,32,2,275,0,4,313,5705615.0,5165666.0,
GRC,202131,1,0,81,0,2,84,5791340.0,5360158.0,
GRC,202132,6,0,154,0,0,160,5838499.0,5504723.0,
GRC,202133,0,0,15,0,0,15,5904497.0,5614071.0,
GRC,202135,1,0,296,0,0,297,6141453.0,5776111.0,
GRC,202136,0,0,432,0,0,432,6259410.0,5845008.0,
GRC,202137,0,0,248,0,0,248,6362298.0,5939290.0,11264.0
GRC,202138,0,0,209,0,0,209,6416690.0,6054603.0,22200.0
GRC,202139,0,0,131,0,0,131,6458085.0,6158965.0,44426.0
GRC,202140,0,0,11,0,0,11,6496916.0,6243653.0,114661.0
GRC,202142,0,0,11,0,0,11,6593241.0,6342127.0,280980.0
GRC,202143,0,0,107,0,0,107,6638684.0,6375603.0,340451.0
